Carrera;IdCampus;Sexo;CicloIngreso;InstitucionBach_Encoded;TieneBeca;PorcentajeBeca_Promedio;MateriasInscritas_C1;MateriasAprobadas_C1;MateriasReprobadas_C1;TasaAprobacion_C1;PromedioCiclo_C1;MateriasInscritas_C2;MateriasAprobadas_C2;MateriasReprobadas_C2;TasaAprobacion_C2;PromedioCiclo_C2;TotalMateriasInscritas_Anio1;TotalMateriasAprobadas_Anio1;TotalMateriasReprobadas_Anio1;TasaAprobacion_Anio1;PromedioGeneral_Anio1;Deserto
2018-206;1;102301;01-2020;0.05675;0;NULL;3;3;0;1;7.5;3;3;0;1;7.91;6;6;0;1;7.7;0
2017-106;1;102301;01-2020;0.05675;1;100;4;4;0;1;8.86;4;4;0;1;8.08;8;8;0;1;8.47;0
2019-404;1;102301;01-2020;0.11801;1;50;5;4;0;0.8;6;6;5;1;0.8333;7.8;11;9;1;0.8182;6.9;0
2016-202;1;102302;01-2020;0.01389;1;25;5;5;0;1;7.57;4;4;0;1;8.08;9;9;0;1;7.82;0
2019-209;1;102301;01-2020;0.05769;0;NULL;5;5;0;1;7.97;5;5;0;1;7.69;10;10;0;1;7.83;0
2016-202;1;102301;01-2020;0.05769;0;NULL;4;4;0;1;7.9;4;4;0;1;8.1;8;8;0;1;8;0
2016-203;1;102301;01-2020;0.05675;0;NULL;4;4;0;1;8.28;4;4;0;1;8.51;8;8;0;1;8.4;0
2016-413;1;102301;01-2020;0.27273;0;NULL;5;4;1;0.8;6.67;4;4;0;1;7.77;9;8;1;0.8889;7.22;0
2017-104;1;102301;01-2020;0.05675;0;NULL;4;2;0;0.5;3.56;3;0;1;0;1.88;7;2;1;0.2857;2.72;0
2019-304;1;102301;02-2021;0.31818;1;100;6;6;0;1;9.41;5;5;0;1;9.38;11;11;0;1;9.39;0
2017-104;1;102301;01-2021;0.10526;0;NULL;4;4;0;1;8.19;5;5;0;1;8.24;9;9;0;1;8.21;0
2017-109;1;102301;01-2021;0.10526;0;NULL;4;3;1;0.75;6.81;5;2;0;0.4;3.39;9;5;1;0.5556;5.1;0
2017-102;1;102301;01-2021;0.09351;0;NULL;4;3;1;0.75;7.42;4;3;0;0.75;6.42;8;6;1;0.75;6.92;0
2014-702;1;102301;01-2021;0.09091;0;NULL;5;2;3;0.4;5.79;2;0;2;0;1.55;7;2;5;0.2857;3.67;1
2018-206;1;102302;01-2021;0.11801;0;NULL;3;3;0;1;8.36;2;0;2;0;2.27;5;3;2;0.6;5.31;1
2021-202;1;102302;01-2021;0.09351;0;NULL;5;5;0;1;9.03;4;4;0;1;8.87;9;9;0;1;8.95;0
2014-702;1;102301;01-2021;0.11515;0;NULL;5;2;0;0.4;4.94;3;2;0;0.6667;5;8;4;0;0.5;4.97;0
2019-209;1;102301;01-2021;0.06557;0;NULL;4;2;2;0.5;4.98;3;0;3;0;3.9;7;2;5;0.2857;4.44;0
2019-404;1;102301;01-2021;0.14286;0;NULL;5;4;0;0.8;7.19;5;4;1;0.8;8.03;10;8;1;0.8;7.61;0
2018-302;1;102301;01-2021;0.11801;0;NULL;4;2;2;0.5;5.24;3;3;0;1;6.51;7;5;2;0.7143;5.87;0
2014-702;1;102301;01-2021;0.17647;0;NULL;5;0;5;0;0.98;2;0;2;0;0.2;7;0;7;0;0.59;0
2016-303;1;102302;01-2021;0.08889;0;NULL;4;2;2;0.5;5.93;3;0;3;0;1.66;7;2;5;0.2857;3.8;1
2021-202;1;102301;01-2021;0.12500;0;NULL;5;5;0;1;7.29;5;4;1;0.8;7.08;10;9;1;0.9;7.19;0
2019-409;1;102302;01-2021;0.07407;0;NULL;5;5;0;1;8.42;4;4;0;1;8.64;9;9;0;1;8.53;0
2014-702;1;102302;01-2021;0.12817;0;NULL;5;0;5;0;3.5;2;1;1;0.5;5.88;7;1;6;0.1429;4.69;0
2018-219;1;102302;01-2021;0.14173;0;NULL;4;4;0;1;7.69;3;3;0;1;6.95;7;7;0;1;7.32;0
2021-202;1;102302;01-2021;0.11801;0;NULL;4;3;1;0.75;6.86;4;3;1;0.75;7.58;8;6;2;0.75;7.22;1
2018-219;1;102302;01-2021;0.09524;0;NULL;4;4;0;1;8.1;2;2;0;1;8.01;6;6;0;1;8.06;0
2018-219;1;102302;01-2021;0.09524;0;NULL;3;3;0;1;7.8;3;3;0;1;7.92;6;6;0;1;7.86;0
2020-621;1;102301;01-2021;0.31818;0;NULL;4;4;0;1;8.98;4;4;0;1;8.33;8;8;0;1;8.65;1
2016-302;1;102302;01-2022;0.06250;0;NULL;5;5;0;1;9.42;4;4;0;1;9.3;9;9;0;1;9.36;0
2017-108;1;102301;01-2022;0.09351;0;NULL;4;4;0;1;7.97;5;5;0;1;8.11;9;9;0;1;8.04;0
2018-206;1;102302;01-2022;0.09524;0;NULL;3;3;0;1;7.75;3;2;1;0.6667;7.2;6;5;1;0.8333;7.47;1
2017-109;1;102301;01-2022;0.05675;1;100;4;2;0;0.5;4.28;3;2;0;0.6667;5.33;7;4;0;0.5714;4.8;0
2018-219;1;102302;01-2022;0.10714;0;NULL;3;3;0;1;8.18;3;3;0;1;7.92;6;6;0;1;8.05;0
2017-106;1;102301;01-2022;0.18175;0;NULL;4;0;0;0;0;2;1;0;0.5;2.98;6;1;0;0.1667;1.49;1
2021-202;1;102302;01-2022;0.11801;0;NULL;5;5;0;1;8.52;5;5;0;1;8.96;10;10;0;1;8.74;0
2018-219;1;102302;01-2022;0.00000;0;NULL;3;3;0;1;8.16;4;4;0;1;8.97;7;7;0;1;8.56;0
2017-104;1;102301;01-2022;0.08333;0;NULL;4;2;2;0.5;5.54;3;0;3;0;0.81;7;2;5;0.2857;3.17;0
2019-405;1;102302;01-2022;0.25000;0;NULL;5;5;0;1;8.12;4;3;0;0.75;6.53;9;8;0;0.8889;7.32;0
2022-802;1;102302;01-2022;0.15385;0;NULL;5;4;0;0.8;5.78;4;4;0;1;7.91;9;8;0;0.8889;6.85;0
2017-103;1;102301;01-2022;0.19960;0;NULL;4;2;0;0.5;4.38;2;0;0;0;0;6;2;0;0.3333;2.19;1
2017-104;1;102301;01-2022;0.05675;0;NULL;4;2;1;0.5;5.7;4;3;0;0.75;5.82;8;5;1;0.625;5.76;0
2017-106;1;102302;01-2022;0.05769;0;NULL;4;2;0;0.5;4.05;4;2;0;0.5;4.08;8;4;0;0.5;4.07;0
2017-104;1;102301;01-2022;0.12500;0;NULL;5;5;0;1;7.67;4;4;0;1;8.25;9;9;0;1;7.96;0
2018-206;1;102302;01-2022;0.04762;0;NULL;3;3;0;1;8.35;3;3;0;1;7.87;6;6;0;1;8.11;0
2018-441;1;102301;01-2022;0.17448;0;NULL;6;5;1;0.8333;6.88;4;4;0;1;7.77;10;9;1;0.9;7.32;0
2023-301;1;102301;01-2023;0.05063;0;NULL;4;4;0;1;7.43;4;2;0;0.5;3.6;8;6;0;0.75;5.51;0
2022-110;1;102301;01-2023;0.06897;1;50;4;4;0;1;8.18;4;4;0;1;8.28;8;8;0;1;8.23;0
2023-202;1;102301;01-2023;0.17857;0;NULL;6;2;2;0.3333;3.8;4;4;0;1;8.47;10;6;2;0.6;6.14;0
2023-202;1;102301;01-2023;0.09091;0;NULL;4;0;4;0;1.17;4;4;0;1;8.06;8;4;4;0.5;4.61;0
2022-702;1;102302;02-2023;0.10101;0;NULL;4;2;1;0.5;4.83;3;3;0;1;6.31;7;5;1;0.7143;5.57;0
2023-104;1;102301;01-2023;0.17308;0;NULL;4;2;2;0.5;6.56;4;3;0;0.75;5.65;8;5;2;0.625;6.11;0
2023-305;1;102302;01-2023;0.14173;1;100;4;4;0;1;8.07;4;4;0;1;6.89;8;8;0;1;7.48;0
2022-702;1;102301;01-2023;0.11925;0;NULL;4;2;1;0.5;4.95;4;0;4;0;3.64;8;2;5;0.25;4.3;0
2022-416;1;102302;01-2023;0.11111;0;NULL;3;3;0;1;8.9;3;3;0;1;8.07;6;6;0;1;8.48;1
2022-102;1;102301;01-2023;0.05675;0;NULL;4;4;0;1;7.26;5;5;0;1;7.32;9;9;0;1;7.29;0
2018-206;1;102301;01-2023;0.11801;0;NULL;3;3;0;1;9.06;3;3;0;1;9.37;6;6;0;1;9.21;0
2023-301;1;102301;01-2023;0.16667;0;NULL;4;0;2;0;2.18;2;0;2;0;4.49;6;0;4;0;3.33;1
2019-211;1;102302;01-2023;0.23377;0;NULL;5;4;1;0.8;7.43;4;4;0;1;7.98;9;8;1;0.8889;7.71;0
2023-402;1;102301;01-2023;0.06329;0;NULL;5;5;0;1;8.5;4;3;1;0.75;7.82;9;8;1;0.8889;8.16;0
2018-206;1;102301;01-2023;0.04202;0;NULL;3;3;0;1;8.34;2;2;0;1;9.57;5;5;0;1;8.95;0
2021-413;1;102301;01-2023;0.04762;0;NULL;5;5;0;1;8.62;5;5;0;1;8.25;10;10;0;1;8.43;0
2019-211;1;102301;01-2023;0.09091;0;NULL;5;4;0;0.8;5.83;5;4;1;0.8;6.71;10;8;1;0.8;6.27;0
2018-444;1;102301;01-2023;0.17448;0;NULL;6;6;0;1;7.89;5;5;0;1;8.52;11;11;0;1;8.21;0
2022-702;1;102301;01-2023;0.05675;0;NULL;4;2;0;0.5;3.76;3;2;0;0.6667;4.67;7;4;0;0.5714;4.21;0
2024-404;1;102302;01-2024;0.06250;1;50;5;4;0;0.8;7.38;5;5;0;1;8.16;10;9;0;0.9;7.77;0
2024-701;1;102301;01-2024;0.14173;0;NULL;6;6;0;1;7.84;4;2;0;0.5;4.3;10;8;0;0.8;6.07;0
2024-104;1;102302;01-2024;0.14173;0;NULL;7;4;0;0.5714;4.94;5;5;0;1;8.58;12;9;0;0.75;6.76;0
2024-404;1;102301;01-2024;0.07778;0;NULL;4;3;0;0.75;6.56;4;3;0;0.75;5.28;8;6;0;0.75;5.92;0
2024-409;1;102302;01-2024;0.05714;0;NULL;5;5;0;1;7.49;5;5;0;1;9.19;10;10;0;1;8.34;0
2024-106;1;102301;01-2024;0.05675;0;NULL;4;2;1;0.5;4.99;3;2;0;0.6667;4.51;7;4;1;0.5714;4.75;0
2024-305;1;102302;01-2024;0.08511;0;NULL;4;4;0;1;7.89;6;4;1;0.6667;6.41;10;8;1;0.8;7.15;0
2024-301;1;102301;01-2024;0.07778;0;NULL;4;4;0;1;8.3;4;4;0;1;8.1;8;8;0;1;8.2;0
2024-206;1;102301;01-2024;0.20000;0;NULL;3;3;0;1;9.01;3;3;0;1;8.39;6;6;0;1;8.7;1
2024-206;1;102301;01-2024;0.23377;0;NULL;3;3;0;1;8.67;3;3;0;1;8.58;6;6;0;1;8.63;0
2024-702;1;102301;01-2024;0.08511;0;NULL;7;1;3;0.1429;2.53;3;1;1;0.3333;4.93;10;2;4;0.2;3.73;0
2024-105;1;102301;01-2024;0.00000;0;NULL;4;2;2;0.5;5.17;2;2;0;1;7.57;6;4;2;0.6667;6.37;0
2024-109;1;102301;01-2024;0.05675;0;NULL;4;1;2;0.25;2.47;4;4;0;1;8.37;8;5;2;0.625;5.42;0
2024-105;1;102302;01-2024;0.05675;0;NULL;6;4;0;0.6667;5.38;3;2;0;0.6667;4.29;9;6;0;0.6667;4.83;0
2024-802;1;102301;01-2024;0.05556;0;NULL;5;4;1;0.8;6.49;3;3;0;1;8.2;8;7;1;0.875;7.34;0
2024-208;1;102301;01-2024;0.31818;0;NULL;4;4;0;1;8.13;4;4;0;1;8.28;8;8;0;1;8.2;1
2019-409;1;102301;01-2020;0.00000;1;50;4;4;0;1;8.04;4;4;0;1;8.43;8;8;0;1;8.23;0
2019-211;1;102301;01-2021;0.09351;0;NULL;4;2;2;0.5;5.27;3;3;0;1;8.81;7;5;2;0.7143;7.04;0
2014-702;1;102301;01-2021;0.17448;1;35;5;5;0;1;7.65;5;3;0;0.6;5.64;10;8;0;0.8;6.65;0
2019-211;1;102301;01-2021;0.07407;0;NULL;6;4;0;0.6667;5.28;4;4;0;1;9.02;10;8;0;0.8;7.15;0
2019-414;1;102302;01-2021;0.14008;1;50;5;4;1;0.8;7.47;5;5;0;1;8.51;10;9;1;0.9;7.99;0
2022-702;1;102301;01-2022;0.09351;0;NULL;4;2;2;0.5;6.67;4;2;2;0.5;6.01;8;4;4;0.5;6.34;0
2019-401;1;102302;01-2022;0.31818;1;50;5;5;0;1;8.76;4;4;0;1;8.94;9;9;0;1;8.85;0
2022-702;1;102301;01-2022;0.10101;0;NULL;4;2;0;0.5;4.34;3;0;3;0;3.91;7;2;3;0.2857;4.12;0
2023-106;1;102302;01-2023;0.05675;0;NULL;4;3;0;0.75;6.35;4;3;0;0.75;5.1;8;6;0;0.75;5.72;0
2024-413;1;102302;01-2024;0.09091;0;NULL;5;5;0;1;8.93;5;5;0;1;7.97;10;10;0;1;8.45;0
2019-209;1;102301;01-2020;0.17448;0;NULL;5;5;0;1;9.12;4;4;0;1;9.2;9;9;0;1;9.16;0
2019-211;1;102302;01-2021;0.05675;0;NULL;5;5;0;1;7.96;5;3;2;0.6;5.94;10;8;2;0.8;6.95;0
2013-703;1;102301;01-2021;0.45313;0;NULL;6;5;1;0.8333;8.07;5;5;0;1;7.71;11;10;1;0.9091;7.89;0
2022-702;1;102301;01-2022;0.45313;0;NULL;4;1;2;0.25;4.58;3;0;1;0;1.72;7;1;3;0.1429;3.15;0
2023-404;1;102302;01-2023;0.04762;0;NULL;4;3;0;0.75;6.59;3;0;1;0;1.28;7;3;1;0.4286;3.94;0
2023-106;1;102302;01-2023;0.09259;0;NULL;5;2;1;0.4;4.72;4;3;0;0.75;5.02;9;5;1;0.5556;4.87;0
2021-413;1;102302;01-2023;0.06557;0;NULL;5;5;0;1;8.51;4;4;0;1;9.24;9;9;0;1;8.87;0
2024-209;1;102302;01-2024;0.07407;1;50;5;5;0;1;9.41;5;5;0;1;9.65;10;10;0;1;9.53;0
2017-104;1;102302;01-2020;0.11515;0;NULL;4;2;2;0.5;4.52;3;0;3;0;1.77;7;2;5;0.2857;3.14;0
2016-301;1;102302;01-2020;0.07407;0;NULL;5;5;0;1;8.93;5;5;0;1;8.64;10;10;0;1;8.79;0
2016-202;1;102302;01-2020;0.05556;0;NULL;5;5;0;1;8.89;4;4;0;1;9.28;9;9;0;1;9.08;0
2018-219;1;102302;01-2020;0.04762;0;NULL;3;3;0;1;7.71;3;3;0;1;8.26;6;6;0;1;7.98;0
2017-106;1;102301;01-2020;0.30675;0;NULL;5;5;0;1;7.74;4;0;4;0;4.61;9;5;4;0.5556;6.18;1
2016-203;1;102301;01-2020;0.30675;0;NULL;4;4;0;1;7.58;4;4;0;1;7.31;8;8;0;1;7.44;1
2019-211;1;102302;01-2021;0.09351;0;NULL;5;5;0;1;7.58;5;4;1;0.8;7.28;10;9;1;0.9;7.43;0
2017-109;1;102301;01-2021;0.10101;0;NULL;4;2;1;0.5;5.72;5;3;1;0.6;5.58;9;5;2;0.5556;5.65;0
2016-301;1;102302;01-2021;0.07778;0;NULL;5;5;0;1;8.07;5;5;0;1;7.98;10;10;0;1;8.03;0
2019-211;1;102301;01-2021;0.17448;0;NULL;4;4;0;1;9.3;5;5;0;1;9.24;9;9;0;1;9.27;0
2019-701;1;102301;01-2021;0.45313;0;NULL;5;4;0;0.8;6.78;5;5;0;1;8.33;10;9;0;0.9;7.56;0
2017-109;1;102302;01-2022;0.09259;0;NULL;4;3;0;0.75;6.18;5;3;2;0.6;7.45;9;6;2;0.6667;6.82;0
2019-209;1;102301;01-2022;0.30675;0;NULL;4;3;0;0.75;6.16;4;1;3;0.25;4.47;8;4;3;0.5;5.31;1
2021-413;1;102301;01-2022;0.14173;0;NULL;5;5;0;1;8.48;5;5;0;1;8.3;10;10;0;1;8.39;0
2019-209;1;102301;01-2022;0.17448;0;NULL;5;5;0;1;8.59;5;5;0;1;7.67;10;10;0;1;8.13;0
2021-202;1;102302;01-2022;0.07778;0;NULL;5;5;0;1;8.47;4;4;0;1;8.12;9;9;0;1;8.29;0
2018-219;1;102302;01-2022;0.18519;0;NULL;3;1;2;0.3333;3.45;3;0;3;0;0.4;6;1;5;0.1667;1.92;1
2019-209;1;102301;01-2022;0.08333;1;50;5;5;0;1;8.31;5;4;0;0.8;6.56;10;9;0;0.9;7.44;0
2019-404;1;102301;01-2022;0.14634;0;NULL;6;4;2;0.6667;7.28;4;2;1;0.5;4.11;10;6;3;0.6;5.7;0
2023-404;1;102301;01-2023;0.10714;0;NULL;5;3;0;0.6;4.93;4;3;0;0.75;5.36;9;6;0;0.6667;5.14;0
2021-413;1;102301;01-2023;0.14173;0;NULL;5;5;0;1;8.5;4;4;0;1;8.82;9;9;0;1;8.66;0
2019-209;1;102302;01-2023;0.04762;0;NULL;5;5;0;1;8.21;5;5;0;1;7.49;10;10;0;1;7.85;0
2023-301;1;102301;01-2023;0.17448;0;NULL;5;5;0;1;8.07;3;2;0;0.6667;5.1;8;7;0;0.875;6.59;0
2021-413;1;102302;01-2023;0.09351;0;NULL;5;5;0;1;8.74;5;5;0;1;8.92;10;10;0;1;8.83;0
2023-404;1;102301;01-2023;0.08602;0;NULL;4;2;0;0.5;4.45;4;4;0;1;6.8;8;6;0;0.75;5.63;1
2019-209;1;102302;01-2023;0.04762;0;NULL;5;3;2;0.6;7.31;7;3;4;0.4286;5.87;12;6;6;0.5;6.59;1
2023-303;1;102301;01-2023;0.05675;0;NULL;4;3;0;0.75;6.59;4;4;0;1;7.23;8;7;0;0.875;6.91;0
2024-104;1;102301;01-2024;0.09351;1;50;4;4;0;1;8.73;4;4;0;1;9.01;8;8;0;1;8.87;0
2024-106;1;102301;01-2024;0.05556;1;100;4;4;0;1;7.41;4;1;1;0.25;3.17;8;5;1;0.625;5.29;0
2024-104;1;102301;01-2024;0.11801;0;NULL;4;4;0;1;8.11;4;1;3;0.25;3.36;8;5;3;0.625;5.74;0
2024-105;1;102302;01-2024;0.05675;0;NULL;4;4;0;1;7.7;4;2;1;0.5;4.96;8;6;1;0.75;6.33;0
2024-202;1;102302;01-2024;0.07407;0;NULL;5;5;0;1;9.09;5;5;0;1;8.93;10;10;0;1;9.01;0
2024-106;1;102302;01-2024;0.14815;0;NULL;4;2;1;0.5;5.17;4;1;3;0.25;4.06;8;3;4;0.375;4.62;0
2024-209;1;102302;01-2024;0.09351;0;NULL;5;5;0;1;8.7;5;5;0;1;9.36;10;10;0;1;9.03;0
2024-105;1;102302;01-2024;0.11765;0;NULL;4;2;0;0.5;3.55;5;2;1;0.4;4.15;9;4;1;0.4444;3.85;0
2024-106;1;102302;01-2024;0.08889;0;NULL;4;4;0;1;7.88;4;4;0;1;7.23;8;8;0;1;7.55;0
2024-416;1;102302;01-2024;0.07407;0;NULL;3;3;0;1;8.43;4;4;0;1;8.05;7;7;0;1;8.24;0
2024-206;1;102302;01-2024;0.25714;0;NULL;3;3;0;1;7.43;3;3;0;1;7.33;6;6;0;1;7.38;0
2024-219;1;102302;01-2024;0.15675;0;NULL;3;3;0;1;7.17;4;4;0;1;7.37;7;7;0;1;7.27;0
2019-403;1;102301;01-2020;0.07778;0;NULL;5;3;2;0.6;6.34;3;2;1;0.6667;5.53;8;5;3;0.625;5.93;0
2018-219;1;102302;01-2020;0.07778;1;50;3;3;0;1;8.69;4;4;0;1;8.57;7;7;0;1;8.63;0
2017-106;1;102301;01-2020;0.09351;0;NULL;5;5;0;1;7.77;3;1;2;0.3333;5.85;8;6;2;0.75;6.81;0
2017-103;1;102301;01-2021;0.06897;0;NULL;5;5;0;1;7.85;4;2;0;0.5;3.65;9;7;0;0.7778;5.75;0
2021-202;1;102302;01-2021;0.00000;0;NULL;5;5;0;1;9.01;4;4;0;1;9.03;9;9;0;1;9.02;0
2016-203;1;102301;01-2021;0.05675;0;NULL;4;4;0;1;9.12;4;4;0;1;8.57;8;8;0;1;8.84;0
2021-202;1;102302;01-2022;0.10753;1;50;5;5;0;1;8.48;5;5;0;1;8.5;10;10;0;1;8.49;0
2023-401;1;102302;01-2023;0.19608;0;NULL;3;2;0;0.6667;5.5;2;1;0;0.5;3.72;5;3;0;0.6;4.61;1
2024-215;1;102302;01-2024;0.06557;0;NULL;5;5;0;1;9.05;5;5;0;1;8.82;10;10;0;1;8.94;0
2017-105;1;102302;01-2020;0.03571;0;NULL;4;3;1;0.75;7.05;4;2;2;0.5;6.28;8;5;3;0.625;6.66;0
2017-102;1;102301;01-2020;0.11765;0;NULL;5;3;2;0.6;6.37;3;2;0;0.6667;5.05;8;5;2;0.625;5.71;0
2019-409;1;102302;01-2020;0.17647;0;NULL;5;5;0;1;8.37;4;4;0;1;8.16;9;9;0;1;8.26;0
2016-413;1;102302;01-2020;0.15675;0;NULL;5;5;0;1;8.79;5;5;0;1;8.46;10;10;0;1;8.62;0
2017-104;1;102302;01-2020;0.11801;0;NULL;4;3;0;0.75;6.32;4;2;1;0.5;5.28;8;5;1;0.625;5.8;0
2017-202;1;102302;01-2020;0.07143;1;50;4;1;3;0.25;4.76;4;0;4;0;0.09;8;1;7;0.125;2.42;1
2017-109;1;102301;01-2020;0.17857;0;NULL;4;2;1;0.5;5.43;4;0;2;0;1.46;8;2;3;0.25;3.44;1
2017-106;1;102301;01-2020;0.05675;0;NULL;4;3;1;0.75;6.84;4;1;2;0.25;3.98;8;4;3;0.5;5.41;0
2019-404;1;102302;01-2020;0.12817;0;NULL;4;3;0;0.75;6.83;3;3;0;1;7.66;7;6;0;0.8571;7.25;0
2016-301;1;102301;01-2020;0.26667;0;NULL;5;3;0;0.6;4.36;5;5;0;1;7.5;10;8;0;0.8;5.93;0
2017-106;1;102301;01-2020;0.14008;0;NULL;4;2;2;0.5;5.46;3;1;2;0.3333;4.9;7;3;4;0.4286;5.18;0
2016-302;1;102302;01-2020;0.18519;0;NULL;5;5;0;1;7.92;4;3;0;0.75;6.05;9;8;0;0.8889;6.98;0
2017-109;1;102301;01-2020;0.00000;1;50;4;4;0;1;8.82;5;5;0;1;8.15;9;9;0;1;8.49;0
2014-702;1;102301;01-2020;0.10101;0;NULL;4;2;1;0.5;5.13;3;1;2;0.3333;5.06;7;3;3;0.4286;5.1;0
2018-206;1;102302;01-2020;0.09524;0;NULL;3;3;0;1;7.76;2;2;0;1;8.62;5;5;0;1;8.19;0
2009-444;1;102301;01-2020;0.17448;0;NULL;7;7;0;1;8.2;5;5;0;1;8.42;12;12;0;1;8.31;0
2009-444;1;102301;01-2020;0.17448;0;NULL;7;7;0;1;8.4;5;5;0;1;8.56;12;12;0;1;8.48;0
2014-702;1;102301;01-2021;0.10101;0;NULL;5;4;1;0.8;6.89;5;4;1;0.8;7.24;10;8;2;0.8;7.07;0
2016-302;1;102301;01-2021;0.17448;0;NULL;4;4;0;1;8.3;5;4;0;0.8;5.92;9;8;0;0.8889;7.11;0
2019-209;1;102302;01-2021;0.05675;0;NULL;5;5;0;1;9.08;5;5;0;1;9.06;10;10;0;1;9.07;0
2018-219;1;102302;01-2021;0.11515;0;NULL;3;3;0;1;9.3;3;3;0;1;9.31;6;6;0;1;9.31;0
2019-209;1;102301;01-2021;0.05556;1;100;5;5;0;1;8.22;4;4;0;1;8.88;9;9;0;1;8.55;0
2019-409;1;102301;01-2021;0.11801;0;NULL;5;5;0;1;7.36;5;4;1;0.8;7.84;10;9;1;0.9;7.6;0
2021-202;1;102301;01-2021;0.11111;0;NULL;5;5;0;1;8.99;4;4;0;1;8.86;9;9;0;1;8.93;0
2017-105;1;102301;01-2021;0.09351;0;NULL;4;3;1;0.75;7.26;4;4;0;1;8.34;8;7;1;0.875;7.8;0
2019-404;1;102301;01-2021;0.10101;0;NULL;4;2;2;0.5;6.24;1;1;0;1;7.52;5;3;2;0.6;6.88;0
2017-104;1;102301;01-2021;0.03571;0;NULL;4;4;0;1;9.35;5;5;0;1;8.93;9;9;0;1;9.14;0
2019-209;1;102301;01-2021;0.10753;0;NULL;5;4;1;0.8;6.11;4;1;3;0.25;3.79;9;5;4;0.5556;4.95;1
2019-402;1;102301;01-2021;0.04000;0;NULL;4;3;1;0.75;6.98;4;4;0;1;8.36;8;7;1;0.875;7.67;0
2013-703;1;102301;01-2021;0.45313;0;NULL;6;5;1;0.8333;8.02;5;5;0;1;8.06;11;10;1;0.9091;8.04;0
2018-441;1;102301;01-2021;0.17448;0;NULL;6;6;0;1;8.38;5;5;0;1;8.96;11;11;0;1;8.67;0
2022-702;1;102301;01-2022;0.26667;0;NULL;4;1;2;0.25;2.82;3;0;3;0;0;7;1;5;0.1429;1.41;1
2022-702;1;102302;01-2022;0.05675;0;NULL;4;2;2;0.5;6.81;4;4;0;1;7.73;8;6;2;0.75;7.27;0
2019-409;1;102301;01-2022;0.16176;0;NULL;5;3;2;0.6;5.91;3;0;3;0;3.1;8;3;5;0.375;4.5;1
2022-702;1;102301;01-2022;0.17448;0;NULL;4;3;0;0.75;5.56;3;3;0;1;7.75;7;6;0;0.8571;6.66;0
2018-219;1;102302;01-2022;0.09259;0;NULL;3;3;0;1;8.5;3;3;0;1;8.88;6;6;0;1;8.69;0
2019-209;1;102301;01-2022;0.11111;0;NULL;4;2;0;0.5;4.03;2;2;0;1;8.72;6;4;0;0.6667;6.37;0
2017-105;1;102302;01-2022;0.02158;1;75;4;4;0;1;8.34;4;4;0;1;7.18;8;8;0;1;7.76;0
2019-209;1;102301;01-2022;0.17448;0;NULL;5;5;0;1;8.56;5;5;0;1;8.74;10;10;0;1;8.65;0
2017-104;1;102301;01-2022;0.03571;0;NULL;4;2;2;0.5;6.75;3;2;1;0.6667;7.19;7;4;3;0.5714;6.97;0
2022-416;1;102302;01-2022;0.09735;0;NULL;3;3;0;1;7.66;3;3;0;1;8.35;6;6;0;1;8.01;0
2022-702;1;102301;01-2022;0.10101;0;NULL;4;2;1;0.5;4.76;3;1;2;0.3333;5.16;7;3;3;0.4286;4.96;0
2017-104;1;102302;01-2022;0.11230;1;75;4;2;2;0.5;5.11;4;3;1;0.75;6.29;8;5;3;0.625;5.7;0
2021-413;1;102301;01-2022;0.00000;0;NULL;3;3;0;1;8.82;3;3;0;1;9.16;6;6;0;1;8.99;0
2018-206;1;102301;01-2022;0.08602;0;NULL;3;2;1;0.6667;6.64;3;3;0;1;7.55;6;5;1;0.8333;7.09;0
2018-444;1;102301;01-2022;0.17448;0;NULL;6;6;0;1;7.61;5;5;0;1;7.18;11;11;0;1;7.39;0
2019-209;1;102301;01-2023;0.10101;0;NULL;5;5;0;1;8.94;5;5;0;1;9.21;10;10;0;1;9.08;0
2022-702;1;102301;01-2023;0.10101;0;NULL;4;2;2;0.5;6.82;4;2;1;0.5;4.48;8;4;3;0.5;5.65;0
2023-209;1;102301;01-2023;0.06250;0;NULL;4;2;1;0.5;4.6;3;3;0;1;7.42;7;5;1;0.7143;6.01;0
2023-106;1;102301;01-2023;0.12500;0;NULL;4;4;0;1;7.39;4;2;2;0.5;4.94;8;6;2;0.75;6.17;0
2019-209;1;102301;01-2023;0.11230;0;NULL;5;5;0;1;8.85;5;5;0;1;9.06;10;10;0;1;8.95;0
2019-211;1;102302;01-2023;0.09259;0;NULL;5;4;1;0.8;6.83;5;5;0;1;7.4;10;9;1;0.9;7.12;0
2023-104;1;102301;01-2023;0.05769;0;NULL;4;2;1;0.5;5.51;4;4;0;1;7.54;8;6;1;0.75;6.52;0
2022-416;1;102302;01-2023;0.30675;0;NULL;3;3;0;1;8.72;4;4;0;1;8.68;7;7;0;1;8.7;0
2023-303;1;102302;01-2023;0.05063;0;NULL;4;4;0;1;8.61;5;4;0;0.8;7.39;9;8;0;0.8889;8;0
2022-105;1;102302;01-2023;0.04545;0;NULL;4;4;0;1;7.99;4;4;0;1;8.28;8;8;0;1;8.13;0
2021-413;1;102302;01-2023;0.09259;0;NULL;5;5;0;1;7.52;5;5;0;1;8.13;10;10;0;1;7.82;0
